451715 357    451715    0    0  1050     50      0   6305    590  32   1
453444 358    453444    0    0  1450    250      0   6803    649  44   0
454740 359    454740    3    0   700      0      0   4243    649  14   0
456506 360    456506    9    0  1900    250      0   4038    496  155   3
457729 361    457729    0    0   750    675      0   1370    600   2   0
459490 362    459490    0    0  1300    550      0    632    700  28   0
460804 363    460804    0    0   600    400      0      0    689   8   0
462593 364    462593   15    0  1700   3150   1975   1673    564  85   1
464362 365    464362    4    2  1550   1325      0   5117   1083  38   1
465672 366    465672    0    0  1000     50      0   3813    584   5   0
467448 367    467448    0    8  2600   1850   1200    133   1726  65   5
468920 368    468920    1    0  1250      0      0   4872    713  66   2
469403 369    469403   15    0   750   1050    650    157    205   4   0
471128 370    471128    0    0   800    100      0   1570    870   2   0
472868 371    472868    0    0   950    325      0   2319    819   4   0
474274 372    474274   18    3  1800   1700    800   5073    583  60   4
476067 373    476067    4    7  2750    900      0    184    644  95   5
477659 374    477659    1    2  1550    675      0  10355   1338   4   1
479286 375    479286   11    4  2400   1950      0   7355   1021  20   3
480588 376    480588    2    0  1200      0      0   3899    466  63   0
481847 377    481847    0    0   650    200      0     24    641   3   0
483576 378    483576   28    4  2350   1875   1450   6712    572  130   5
484869 379    484869    1    0  1100      0      0   3293    515   6   0
486114 380    486114    1    0   700      0      0   1852    639   7   0
487539 381    487539    0    0  1100    325      0   2100    602  14   0
489268 382    489268    0    0  1900    700      0   1436   1412  124   6
490648 383    490648    0    0  1000    150      0   2015    586   8   0
492211 384    492211    0    0  1250      0      0   5647    998  96   4
492704 385    492704   14    0   700   1050    825    159    226   5   0
493781 386    493781    0    0   750     50      0   1544    544   3   0
495162 387    495162    2    0  1550    500      0   3370    897  34   1
496382 388    496382    0    0   950     50      0   5366    573  24   0
497529 389    497529    0    0   650    500      0      0    629   2   0
498862 390    498862    0    0   900    100      0   1579    619   3   0
499444 391    499444   17    0   850   1150   1050    362    218   6   0
500714 392    500714    9    0  1150    150      0   2770    490   8   0
502214 393    502214    0    0  1050      0      0   3618    758  50   1
503401 394    503401    0    0   600    850      0      2    616  50   1
504566 395    504566    0    0  1100     50      0   3417    494  38   0
505939 396    505939    1    0  1550    325      0     38    152  41   5
