400020 319    400020    0    0   900    500      0   2538    836   1   0
401656 320    401656   20    6  2200    425      0   7612    673  48   5
402849 321    402849    0    0   650      0      0   2006    686  50   5
404048 322    404048    1    0   950      0      0   3210    544   2   0
405335 323    405335    0    0  1100      0      0   6233    542   3   0
406542 324    406542    1    0   950      0      0   3834    572   2   0
407732 325    407732    0    0   750    400      0    106    577   0   0
409208 326    409208    0    0   750    450      0   1607    756   1   0
410323 327    410323    2    0   700     50      0    292    624   8   0
411833 328    411833    0    0  1250    325      0   3030   1350  18   3
413004 329    413004    0    0   950      0      0   1879    532   0   0
414114 330    414114    0    0  1000    400      0   1087    400   0   0
415216 331    415216    0    0   850    700      0     25    505   0   0
416527 332    416527    0    0   950     50      0   3705    585   4   0
417851 333    417851    0    0   750    250      0      8    644   6   0
419051 334    419051    0    0   700    400      0     64    599   0   0
420219 335    420219    0    0  1000    550      0    325    485   0   0
